mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	33	32	32	16	0.110 s	9993	25081.75 us	48560.00 us	55522.00 us	355.96 MB/s	0.00 MB/s	0	0
mixed	33	32	32	16	2.870 s	10000	202189.81 us	264080.00 us	278651.00 us	13.61 MB/s	2612.92 MB/s	0	0
strong-i	33	32	32	16	2.764 s	10000	13059.74 us	23498.00 us	25626.00 us	14.13 MB/s	2712.81 MB/s	0	0
