mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	17	16	16	8	0.151 s	9992	21106.26 us	36816.00 us	42226.00 us	259.04 MB/s	0.00 MB/s	0	0
mixed	17	16	16	8	2.857 s	10000	117440.97 us	224627.00 us	237582.00 us	13.67 MB/s	2624.61 MB/s	0	0
strong-i	17	16	16	8	2.235 s	10000	16971.92 us	27203.00 us	28644.00 us	17.47 MB/s	3354.32 MB/s	0	0
