mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
strong-i	16	16	16	16	5.042 s	158144	9600.80 us	21967.00 us	27908.00 us	122.52 MB/s	3111.59 MB/s	0	0
strong-i	32	32	32	32	5.071 s	137288	14932.90 us	28177.00 us	32212.00 us	105.75 MB/s	2950.85 MB/s	0	0
strong-i	64	64	64	64	5.095 s	40596	80755.75 us	104207.00 us	115502.00 us	31.13 MB/s	2938.58 MB/s	0	0
strong-i	128	128	128	128	5.101 s	44108	112159.42 us	126180.00 us	130647.00 us	33.78 MB/s	3227.12 MB/s	0	0
