mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	hot_threads	cold_threads	hot_queues	cold_queues	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
strong-i	16	16	16	16	4	12	1	15	5.048 s	65520	6377.14 us	8103.00 us	9789.00 us	50.71 MB/s	3235.11 MB/s	1	0
strong-i	32	32	32	32	4	12	1	15	5.069 s	65504	5082.40 us	6733.00 us	10996.00 us	50.48 MB/s	3190.11 MB/s	1	0
strong-i	64	64	64	64	4	12	1	15	5.097 s	8991	109244.89 us	126109.00 us	135907.00 us	6.89 MB/s	3250.68 MB/s	0	0
strong-i	128	128	128	128	4	12	1	15	5.124 s	8903	147082.62 us	161163.00 us	173411.00 us	6.79 MB/s	3235.77 MB/s	0	0
