mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	65	64	64	32	0.139 s	9986	59438.04 us	104574.00 us	112908.00 us	280.91 MB/s	0.00 MB/s	0	0
mixed	65	64	64	32	2.911 s	10000	367469.69 us	476801.00 us	497689.00 us	13.42 MB/s	2576.07 MB/s	0	0
strong-i	65	64	64	32	2.573 s	10000	14305.97 us	27156.00 us	36199.00 us	15.18 MB/s	2914.80 MB/s	0	0
