mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
strong-i	16	16	16	16	2.402 s	10000	12322.89 us	21387.00 us	22587.00 us	16.26 MB/s	3122.55 MB/s	0	0
strong-i	32	32	32	32	2.531 s	10000	9004.28 us	21673.00 us	35640.00 us	15.44 MB/s	2963.78 MB/s	0	0
strong-i	64	64	64	64	2.622 s	10000	68266.60 us	103885.00 us	109475.00 us	14.90 MB/s	2860.36 MB/s	0	0
strong-i	128	128	128	128	2.403 s	10000	93235.15 us	126065.00 us	130733.00 us	16.25 MB/s	3120.71 MB/s	0	0
