mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	17	16	16	12	0.154 s	9988	20363.21 us	34147.00 us	39512.00 us	253.38 MB/s	0.00 MB/s	0	0
mixed	17	16	16	12	2.785 s	10000	97961.40 us	161189.00 us	168706.00 us	14.03 MB/s	2692.52 MB/s	0	0
strong-i	17	16	16	12	2.628 s	10000	19249.32 us	27495.00 us	28794.00 us	14.86 MB/s	2853.44 MB/s	0	0
