mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	128	128	128	96	5.270 s	382669	229135.40 us	285553.00 us	455046.00 us	283.64 MB/s	0.00 MB/s	0	0
mixed	128	128	128	96	5.513 s	48319	696993.97 us	829894.00 us	843778.00 us	34.24 MB/s	3049.76 MB/s	0	0
strong-i	128	128	128	96	5.118 s	41300	110741.16 us	143929.00 us	152381.00 us	31.52 MB/s	3000.00 MB/s	0	0
