mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	16	16	16	12	5.038 s	381775	10363.70 us	30528.00 us	39507.00 us	296.02 MB/s	0.00 MB/s	0	0
mixed	16	16	16	12	5.034 s	46904	48929.67 us	184476.00 us	228062.00 us	36.39 MB/s	2994.40 MB/s	0	0
strong-i	16	16	16	12	5.034 s	146268	11905.13 us	25397.00 us	29310.00 us	113.51 MB/s	2794.64 MB/s	0	0
