mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	64	64	64	32	5.091 s	376559	94112.31 us	136821.00 us	293018.00 us	288.91 MB/s	0.00 MB/s	0	0
mixed	64	64	64	32	5.206 s	46176	378938.55 us	473433.00 us	486278.00 us	34.65 MB/s	3126.15 MB/s	0	0
strong-i	64	64	64	32	5.068 s	180648	14513.39 us	27678.00 us	41480.00 us	139.24 MB/s	1878.88 MB/s	0	0
