mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	32	32	32	16	5.037 s	358511	13800.49 us	61540.00 us	78566.00 us	278.03 MB/s	0.00 MB/s	0	0
mixed	32	32	32	16	5.049 s	53484	130408.65 us	311149.00 us	403659.00 us	41.38 MB/s	3630.17 MB/s	0	0
strong-i	32	32	32	16	5.077 s	113807	15859.40 us	33309.00 us	38012.00 us	87.56 MB/s	2161.22 MB/s	0	0
