mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	33	32	32	24	0.153 s	9988	31026.89 us	68800.00 us	84322.00 us	255.49 MB/s	0.00 MB/s	0	0
mixed	33	32	32	24	3.053 s	10000	178099.89 us	249720.00 us	257563.00 us	12.80 MB/s	2456.28 MB/s	0	0
strong-i	33	32	32	24	3.168 s	10000	14104.79 us	25831.00 us	30755.00 us	12.33 MB/s	2367.19 MB/s	0	0
