mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	hot_threads	cold_threads	hot_queues	cold_queues	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
strong-i	16	16	16	16	4	12	4	12	5.038 s	121220	16620.49 us	30246.00 us	31694.00 us	93.99 MB/s	3537.89 MB/s	0	0
strong-i	32	32	32	32	4	12	4	12	5.069 s	130028	13882.54 us	29739.00 us	33304.00 us	100.21 MB/s	2930.03 MB/s	0	0
strong-i	64	64	64	64	4	12	4	12	5.084 s	41020	77306.45 us	101862.00 us	109408.00 us	31.52 MB/s	2994.53 MB/s	0	0
strong-i	128	128	128	128	4	12	4	12	5.110 s	45216	95559.81 us	122316.00 us	129329.00 us	34.57 MB/s	3298.76 MB/s	0	0
