mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	64	64	64	32	5.076 s	426269	46071.73 us	108795.00 us	294540.00 us	328.06 MB/s	0.00 MB/s	0	0
mixed	64	64	64	32	5.219 s	51473	663141.52 us	928457.00 us	938156.00 us	38.53 MB/s	3023.74 MB/s	0	0
strong-i	64	64	64	32	5.076 s	137284	20251.36 us	37831.00 us	58091.00 us	105.65 MB/s	1623.48 MB/s	0	0
