mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	65	64	64	48	0.138 s	9987	58566.75 us	103422.00 us	110770.00 us	282.96 MB/s	0.00 MB/s	0	0
mixed	65	64	64	48	2.780 s	10000	311043.94 us	392493.00 us	407614.00 us	14.05 MB/s	2697.86 MB/s	0	0
strong-i	65	64	64	48	2.348 s	10000	40167.48 us	48604.00 us	52603.00 us	16.64 MB/s	3193.89 MB/s	0	0
