mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	hot_threads	cold_threads	hot_queues	cold_queues	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
strong-i	16	16	16	16	4	12	1	15	5.051 s	65520	5608.28 us	7312.00 us	8578.00 us	50.67 MB/s	3187.19 MB/s	1	0
strong-i	32	32	32	32	4	12	1	15	5.080 s	65504	7635.77 us	8724.00 us	10783.00 us	50.37 MB/s	3244.48 MB/s	1	0
strong-i	64	64	64	64	4	12	1	15	5.116 s	7882	124666.92 us	145674.00 us	156759.00 us	6.02 MB/s	2831.85 MB/s	0	0
strong-i	128	128	128	128	4	12	1	15	5.127 s	9071	144395.89 us	161177.00 us	177231.00 us	6.91 MB/s	3300.08 MB/s	0	0
