mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	64	64	64	48	5.075 s	387296	69536.45 us	129555.00 us	250972.00 us	298.09 MB/s	0.00 MB/s	0	0
mixed	64	64	64	48	5.218 s	49642	555890.69 us	834853.00 us	887532.00 us	37.16 MB/s	2978.42 MB/s	0	0
strong-i	64	64	64	48	5.062 s	98272	34500.44 us	41310.00 us	43061.00 us	75.84 MB/s	3338.41 MB/s	0	0
