mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	17	16	16	12	0.145 s	9986	18087.13 us	34643.00 us	40929.00 us	268.95 MB/s	0.00 MB/s	0	0
mixed	17	16	16	12	2.845 s	10000	130275.40 us	219476.00 us	236181.00 us	13.73 MB/s	2635.60 MB/s	0	0
strong-i	17	16	16	12	2.527 s	10000	6956.51 us	14040.00 us	21185.00 us	15.46 MB/s	2967.35 MB/s	0	0
