mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	128	128	128	96	0.146 s	9999	61269.58 us	113547.00 us	123411.00 us	268.03 MB/s	0.00 MB/s	0	0
mixed	128	128	128	96	2.945 s	10000	507866.77 us	765965.00 us	793214.00 us	13.26 MB/s	2546.20 MB/s	0	0
strong-i	128	128	128	96	2.309 s	10000	71826.02 us	123956.00 us	131978.00 us	16.92 MB/s	3248.26 MB/s	0	0
