mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	17	16	16	12	0.175 s	9992	26790.32 us	48397.00 us	57893.00 us	222.62 MB/s	0.00 MB/s	0	0
mixed	17	16	16	12	2.628 s	10000	71835.75 us	209291.00 us	249503.00 us	14.86 MB/s	2853.49 MB/s	0	0
strong-i	17	16	16	12	2.465 s	10000	13715.36 us	19684.00 us	22068.00 us	15.85 MB/s	3042.46 MB/s	0	0
