mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	hot_threads	cold_threads	hot_queues	cold_queues	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
strong-i	16	16	16	16	4	12	3	13	5.037 s	127249	10808.51 us	22181.00 us	23497.00 us	98.68 MB/s	3121.68 MB/s	0	0
strong-i	32	32	32	32	4	12	3	13	5.098 s	186223	8218.95 us	17419.00 us	22332.00 us	142.68 MB/s	2720.67 MB/s	0	0
strong-i	64	64	64	64	4	12	3	13	5.086 s	31129	82496.87 us	101281.00 us	113725.00 us	23.91 MB/s	3283.27 MB/s	0	0
strong-i	128	128	128	128	4	12	3	13	5.119 s	31541	82980.47 us	131845.00 us	151926.00 us	24.07 MB/s	3319.79 MB/s	0	0
