mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
strong-i	16	16	16	16	5.039 s	179008	8199.03 us	19183.00 us	27817.00 us	138.78 MB/s	3169.00 MB/s	0	0
strong-i	32	32	32	32	5.084 s	131556	17587.98 us	31717.00 us	34752.00 us	101.08 MB/s	2924.83 MB/s	0	0
strong-i	64	64	64	64	5.091 s	44116	67411.23 us	95630.00 us	102849.00 us	33.85 MB/s	3211.32 MB/s	0	0
strong-i	128	128	128	128	5.130 s	46908	82369.60 us	123528.00 us	129363.00 us	35.72 MB/s	3413.66 MB/s	0	0
