mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	33	32	32	24	0.154 s	9986	31111.82 us	65215.00 us	80319.00 us	253.46 MB/s	0.00 MB/s	0	0
mixed	33	32	32	24	2.554 s	10000	121018.47 us	149551.00 us	156815.00 us	15.30 MB/s	2936.44 MB/s	0	0
strong-i	33	32	32	24	2.203 s	10000	13853.90 us	27886.00 us	29783.00 us	17.73 MB/s	3403.54 MB/s	0	0
