mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	33	32	32	24	0.141 s	9985	36881.59 us	65868.00 us	76892.00 us	276.80 MB/s	0.00 MB/s	0	0
mixed	33	32	32	24	3.334 s	10000	249773.01 us	309833.00 us	326588.00 us	11.72 MB/s	2249.10 MB/s	0	0
strong-i	33	32	32	24	2.907 s	10000	17888.48 us	27893.00 us	31283.00 us	13.44 MB/s	2579.52 MB/s	0	0
