mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	64	64	64	48	5.130 s	398336	102457.11 us	134162.00 us	214817.00 us	303.29 MB/s	0.00 MB/s	0	0
mixed	64	64	64	48	5.191 s	48640	503661.34 us	669759.00 us	687184.00 us	36.60 MB/s	3101.39 MB/s	0	0
strong-i	64	64	64	48	5.079 s	99108	32829.54 us	42187.00 us	46176.00 us	76.22 MB/s	3079.62 MB/s	0	0
