mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	17	16	16	8	0.155 s	9996	15986.37 us	36841.00 us	46627.00 us	251.30 MB/s	0.00 MB/s	0	0
mixed	17	16	16	8	2.735 s	10000	126969.90 us	223225.00 us	272488.00 us	14.28 MB/s	2741.65 MB/s	0	0
strong-i	17	16	16	8	2.244 s	10000	11934.66 us	19590.00 us	21063.00 us	17.41 MB/s	3342.22 MB/s	0	0
