mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	33	32	32	16	0.153 s	9987	34915.41 us	67353.00 us	80405.00 us	254.67 MB/s	0.00 MB/s	0	0
mixed	33	32	32	16	2.684 s	10000	198250.20 us	276797.00 us	289049.00 us	14.56 MB/s	2794.14 MB/s	0	0
strong-i	33	32	32	16	2.332 s	10000	21318.92 us	34687.00 us	35336.00 us	16.75 MB/s	3215.08 MB/s	0	0
