mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	hot_threads	cold_threads	hot_queues	cold_queues	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
strong-i	16	16	16	16	4	12	7	9	5.058 s	117367	35724.73 us	52254.00 us	53867.00 us	90.65 MB/s	2903.72 MB/s	0	0
strong-i	32	32	32	32	4	12	7	9	5.076 s	152756	23198.59 us	44742.00 us	57749.00 us	117.55 MB/s	1533.65 MB/s	0	0
strong-i	64	64	64	64	4	12	7	9	5.037 s	117201	38096.35 us	60702.00 us	67887.00 us	90.89 MB/s	2963.24 MB/s	0	0
strong-i	128	128	128	128	4	12	7	9	5.092 s	96993	67689.67 us	103651.00 us	110884.00 us	74.40 MB/s	3046.57 MB/s	0	0
