mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	128	128	128	64	0.163 s	10000	67307.95 us	126114.00 us	145573.00 us	239.68 MB/s	0.00 MB/s	0	0
mixed	128	128	128	64	3.016 s	10000	587010.53 us	897197.00 us	925877.00 us	12.95 MB/s	2485.95 MB/s	0	0
strong-i	128	128	128	64	2.418 s	10000	75510.80 us	130161.00 us	138630.00 us	16.15 MB/s	3101.07 MB/s	0	0
