mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
hot-only	16	16	16	12	5.024 s	373136	11733.58 us	32163.00 us	40668.00 us	290.13 MB/s	0.00 MB/s	0	0
mixed	16	16	16	12	5.081 s	35088	31307.60 us	139977.00 us	181417.00 us	26.97 MB/s	3032.71 MB/s	0	0
strong-i	16	16	16	12	5.045 s	122328	15207.24 us	30130.00 us	31851.00 us	94.72 MB/s	3288.13 MB/s	0	0
