mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
strong-i	16	16	16	16	5.042 s	142130	10572.72 us	23630.00 us	25804.00 us	110.12 MB/s	3056.00 MB/s	0	0
strong-i	32	32	32	32	5.060 s	137404	14710.20 us	26670.00 us	33797.00 us	106.07 MB/s	3294.49 MB/s	0	0
strong-i	64	64	64	64	5.080 s	46844	60892.87 us	88323.00 us	97270.00 us	36.02 MB/s	3421.91 MB/s	0	0
strong-i	128	128	128	128	5.102 s	47132	94553.99 us	123131.00 us	128996.00 us	36.09 MB/s	3448.20 MB/s	0	0
