mode	queue_depth	mixed_inflight	strong_hot_inflight	strong_cold_inflight	hot_threads	cold_threads	hot_queues	cold_queues	elapsed_time	total_hot_requests	avg_latency	p95_latency	p99_latency	hot_throughput	cold_throughput	hot_thread_errors	cold_thread_errors
strong-i	16	16	16	16	4	12	1	15	5.035 s	65520	4752.71 us	6973.00 us	7680.00 us	50.83 MB/s	3265.88 MB/s	1	0
strong-i	32	32	32	32	4	12	1	15	5.058 s	65504	6787.00 us	8607.00 us	9912.00 us	50.58 MB/s	3330.18 MB/s	1	0
strong-i	64	64	64	64	4	12	1	15	5.106 s	8511	115570.21 us	127535.00 us	155986.00 us	6.51 MB/s	3097.57 MB/s	0	0
strong-i	128	128	128	128	4	12	1	15	5.137 s	8759	149552.04 us	161658.00 us	174936.00 us	6.66 MB/s	3182.26 MB/s	0	0
